election_id,election_desc,cand_name,seat_desc,zip_code,filing_period,TOT_CON_AMT
53,2017 City and LAUSD Elections,"Aldana, Manuel",LAUSD Board Member - District 2,90011,3rd Quarterly (2016-07-01 to 2016-09-30),103.91
53,2017 City and LAUSD Elections,"Aldana, Manuel",LAUSD Board Member - District 2,90032,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90004,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90012,2nd Pre-Election (2017-01-22 to 2017-02-18),150.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90018,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90019,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90022,2nd Pre-Election (2017-01-22 to 2017-02-18),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90023,1st Pre-Election (2017-01-01 to 2017-01-21),250.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90023,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90025,2nd Pre-Election (2017-01-22 to 2017-02-18),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90026,2nd Pre-Election (2017-01-22 to 2017-02-18),1600.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90026,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90031,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90032,1st Pre-Election (2017-01-01 to 2017-01-21),130.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90032,1st Semi-Annual (2017-01-01 to 2017-06-30),1240.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90032,2nd Pre-Election (2017-01-22 to 2017-02-18),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90032,4th Quarterly (2016-10-01 to 2016-12-31),600.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90039,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90041,2nd Pre-Election (2017-01-22 to 2017-02-18),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90042,2nd Pre-Election (2017-01-22 to 2017-02-18),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90065,2nd Pre-Election (2017-01-22 to 2017-02-18),200.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90065,3rd Pre-Election (2017-02-19 to 2017-03-01),50.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90212,1st Pre-Election (2017-01-01 to 2017-01-21),1100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90241,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90250,1st Semi-Annual (2017-01-01 to 2017-06-30),250.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90502,1st Semi-Annual (2017-01-01 to 2017-06-30),200.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90604,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90605,2nd Pre-Election (2017-01-22 to 2017-02-18),200.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,90732,1st Semi-Annual (2017-01-01 to 2017-06-30),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,91016,2nd Pre-Election (2017-01-22 to 2017-02-18),200.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,91024,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,91360,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,91360,2nd Pre-Election (2017-01-22 to 2017-02-18),200.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,91404,2nd Pre-Election (2017-01-22 to 2017-02-18),75.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,91504,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,91746,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,91754,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,91803,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,91803,4th Quarterly (2016-10-01 to 2016-12-31),200.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,93012,1st Pre-Election (2017-01-01 to 2017-01-21),500.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,94806,2nd Pre-Election (2017-01-22 to 2017-02-18),108.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,98087,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Alva, Lisa",LAUSD Board Member - District 2,98136,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,20854,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,90017,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,90021,4th Quarterly (2016-10-01 to 2016-12-31),111.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,90066,3rd Pre-Election (2017-02-19 to 2017-03-01),250.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,90069,2nd Pre-Election (2017-01-22 to 2017-02-18),250.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,90266,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,90292,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,91335,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,91403,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,91403,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,93942,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,94115,4th Quarterly (2016-10-01 to 2016-12-31),300.0
53,2017 City and LAUSD Elections,"Amori, Paul",Mayor,94960,4th Quarterly (2016-10-01 to 2016-12-31),1000.0
53,2017 City and LAUSD Elections,"Arnold, Caney",City Council Member - District 15,90405,4th Quarterly (2016-10-01 to 2016-12-31),200.0
53,2017 City and LAUSD Elections,"Arnold, Caney",City Council Member - District 15,90731,2nd Pre-Election (2017-01-22 to 2017-02-18),500.0
53,2017 City and LAUSD Elections,"Arnold, Caney",City Council Member - District 15,90732,1st Pre-Election (2017-01-01 to 2017-01-21),270.0
53,2017 City and LAUSD Elections,"Arnold, Caney",City Council Member - District 15,90732,3rd Pre-Election (2017-02-19 to 2017-03-01),250.0
53,2017 City and LAUSD Elections,"Arnold, Caney",City Council Member - District 15,91304,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Arnold, Caney",City Council Member - District 15,95112,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,90045,3rd Pre-Election (2017-02-19 to 2017-03-01),100.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,90254,1st Pre-Election (2017-01-01 to 2017-01-21),250.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,90803,3rd Quarterly (2016-07-01 to 2016-09-30),500.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91040,1st Pre-Election (2017-01-01 to 2017-01-21),700.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91324,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91331,2nd Pre-Election (2017-01-22 to 2017-02-18),700.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91331,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91340,1st Semi-Annual (2017-01-01 to 2017-06-30),100.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91340,2nd Pre-Election (2017-01-22 to 2017-02-18),500.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91340,4th Quarterly (2016-10-01 to 2016-12-31),700.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91342,3rd Quarterly (2016-07-01 to 2016-09-30),1250.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91342,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91343,3rd Pre-Election (2017-02-19 to 2017-03-01),200.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91343,3rd Quarterly (2016-07-01 to 2016-09-30),150.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91360,1st Semi-Annual (2017-01-01 to 2017-06-30),700.0
53,2017 City and LAUSD Elections,"Ayala, Olga",City Council Member - District 7,91402,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,01742,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,07701,1st Pre-Election (2017-01-01 to 2017-01-21),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,07701,1st Semi-Annual (2017-01-01 to 2017-06-30),200.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,07701,2nd Pre-Election (2017-01-22 to 2017-02-18),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,07701,4th Quarterly (2016-10-01 to 2016-12-31),300.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,10025,1st Semi-Annual (2016-01-01 to 2016-06-30),500.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,10025,3rd Quarterly (2016-07-01 to 2016-09-30),500.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,10128,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,11215,3rd Quarterly (2016-07-01 to 2016-09-30),250.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,20002,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,22314,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,33140,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,33140,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,33713,3rd Quarterly (2016-07-01 to 2016-09-30),250.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,75206,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90004,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90017,4th Quarterly (2016-10-01 to 2016-12-31),1400.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90021,3rd Quarterly (2016-07-01 to 2016-09-30),1400.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90026,3rd Quarterly (2016-07-01 to 2016-09-30),1215.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90027,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90037,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90039,1st Semi-Annual (2016-01-01 to 2016-06-30),500.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90039,3rd Quarterly (2016-07-01 to 2016-09-30),190.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90039,4th Quarterly (2016-10-01 to 2016-12-31),120.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90042,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90046,3rd Quarterly (2016-07-01 to 2016-09-30),1500.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90048,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90065,1st Semi-Annual (2016-01-01 to 2016-06-30),199.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90065,3rd Quarterly (2016-07-01 to 2016-09-30),200.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90066,3rd Quarterly (2016-07-01 to 2016-09-30),1000.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90077,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90212,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90272,3rd Quarterly (2016-07-01 to 2016-09-30),1400.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90272,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90274,3rd Quarterly (2016-07-01 to 2016-09-30),500.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,90292,3rd Quarterly (2016-07-01 to 2016-09-30),250.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,91104,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,91355,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,91602,3rd Quarterly (2016-07-01 to 2016-09-30),1000.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,92075,1st Semi-Annual (2016-01-01 to 2016-06-30),1000.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,92103,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,92630,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,94114,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,94117,3rd Quarterly (2016-07-01 to 2016-09-30),115.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,94117,4th Quarterly (2016-10-01 to 2016-12-31),60.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,94605,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,94610,3rd Quarterly (2016-07-01 to 2016-09-30),1100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,94618,3rd Quarterly (2016-07-01 to 2016-09-30),1650.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,95608,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,95758,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,95831,1st Semi-Annual (2016-01-01 to 2016-06-30),250.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,95831,3rd Quarterly (2016-07-01 to 2016-09-30),100.0
53,2017 City and LAUSD Elections,"Barr, Steve ",Mayor,95831,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Barton, Luca ",City Council Member - District 1,37122,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Barton, Luca ",City Council Member - District 1,60564,4th Quarterly (2016-10-01 to 2016-12-31),299.0
53,2017 City and LAUSD Elections,"Barton, Luca ",City Council Member - District 1,90042,1st Pre-Election (2017-01-01 to 2017-01-21),300.0
53,2017 City and LAUSD Elections,"Barton, Luca ",City Council Member - District 1,90042,4th Quarterly (2016-10-01 to 2016-12-31),200.0
53,2017 City and LAUSD Elections,"Barton, Luca ",City Council Member - District 1,90063,4th Quarterly (2016-10-01 to 2016-12-31),100.0
53,2017 City and LAUSD Elections,"Barton, Luca ",City Council Member - District 1,92131,4th Quarterly (2016-10-01 to 2016-12-31),248.0
53,2017 City and LAUSD Elections,"Bernal, Benny ",City Council Member - District 7,91331,4th Quarterly (2016-10-01 to 2016-12-31),250.0
53,2017 City and LAUSD Elections,"Bernal, Benny ",City Council Member - District 7,91345,4th Quarterly (2016-10-01 to 2016-12-31),300.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,00802,1st Semi-Annual (2016-01-01 to 2016-06-30),350.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,02332,3rd Quarterly (2016-07-01 to 2016-09-30),250.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,02420,3rd Quarterly (2016-07-01 to 2016-09-30),250.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,02474,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,02481,3rd Quarterly (2016-07-01 to 2016-09-30),250.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,06437,1st Semi-Annual (2016-01-01 to 2016-06-30),250.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,07004,2nd Semi-Annual (2015-07-01 to 2015-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,10804,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,15235,1st Semi-Annual (2016-01-01 to 2016-06-30),200.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,20001,1st Semi-Annual (2016-01-01 to 2016-06-30),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,20004,3rd Quarterly (2016-07-01 to 2016-09-30),200.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,20005,2nd Semi-Annual (2015-07-01 to 2015-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,20009,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,20850,1st Semi-Annual (2016-01-01 to 2016-06-30),300.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,33462,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,34110,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,54212,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,60611,3rd Quarterly (2016-07-01 to 2016-09-30),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,65803,3rd Quarterly (2016-07-01 to 2016-09-30),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,67401,1st Semi-Annual (2016-01-01 to 2016-06-30),100.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,75235,2nd Semi-Annual (2015-07-01 to 2015-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,76131,2nd Semi-Annual (2015-07-01 to 2015-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,80127,1st Semi-Annual (2016-01-01 to 2016-06-30),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,85027,1st Semi-Annual (2016-01-01 to 2016-06-30),500.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,85225,1st Semi-Annual (2016-01-01 to 2016-06-30),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,85226,2nd Semi-Annual (2015-07-01 to 2015-12-31),500.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,85255,1st Semi-Annual (2016-01-01 to 2016-06-30),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90004,1st Semi-Annual (2016-01-01 to 2016-06-30),1200.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90004,3rd Quarterly (2016-07-01 to 2016-09-30),600.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90004,4th Quarterly (2016-10-01 to 2016-12-31),5.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90005,1st Semi-Annual (2016-01-01 to 2016-06-30),950.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90005,2nd Semi-Annual (2015-07-01 to 2015-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90006,2nd Semi-Annual (2015-07-01 to 2015-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90008,1st Semi-Annual (2016-01-01 to 2016-06-30),1250.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90010,1st Semi-Annual (2016-01-01 to 2016-06-30),4200.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90010,2nd Semi-Annual (2015-07-01 to 2015-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90012,1st Semi-Annual (2016-01-01 to 2016-06-30),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90012,2nd Semi-Annual (2015-07-01 to 2015-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90014,1st Semi-Annual (2016-01-01 to 2016-06-30),250.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90014,2nd Semi-Annual (2015-07-01 to 2015-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90014,4th Quarterly (2016-10-01 to 2016-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90015,1st Semi-Annual (2016-01-01 to 2016-06-30),1900.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90017,1st Semi-Annual (2016-01-01 to 2016-06-30),2150.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90017,2nd Semi-Annual (2015-07-01 to 2015-12-31),2100.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90017,3rd Pre-Election (2017-02-19 to 2017-03-01),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90017,3rd Quarterly (2016-07-01 to 2016-09-30),1550.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90018,1st Semi-Annual (2016-01-01 to 2016-06-30),350.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90019,1st Semi-Annual (2016-01-01 to 2016-06-30),500.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90020,1st Semi-Annual (2016-01-01 to 2016-06-30),2800.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90020,1st Semi-Annual (2017-01-01 to 2017-06-30),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90020,2nd Semi-Annual (2015-07-01 to 2015-12-31),500.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90024,1st Semi-Annual (2016-01-01 to 2016-06-30),3550.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90024,3rd Quarterly (2016-07-01 to 2016-09-30),1200.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90025,1st Semi-Annual (2016-01-01 to 2016-06-30),2500.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90025,1st Semi-Annual (2017-01-01 to 2017-06-30),300.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90026,1st Semi-Annual (2016-01-01 to 2016-06-30),1900.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90026,2nd Semi-Annual (2015-07-01 to 2015-12-31),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90027,1st Semi-Annual (2016-01-01 to 2016-06-30),1900.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90027,3rd Pre-Election (2017-02-19 to 2017-03-01),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90028,1st Semi-Annual (2016-01-01 to 2016-06-30),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90034,1st Semi-Annual (2016-01-01 to 2016-06-30),1400.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90034,2nd Pre-Election (2017-01-22 to 2017-02-18),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90035,1st Semi-Annual (2016-01-01 to 2016-06-30),700.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90035,3rd Quarterly (2016-07-01 to 2016-09-30),250.0
53,2017 City and LAUSD Elections,"Blumenfield, Bob",City Council Member - District 3,90036,1st Semi-Annual (2016-01-01 to 2016-06-30),1400.0
